"Performer","Album","Title","Score","Length","Deleted","Favorite"
"Алексей Рыбников","Школьный выпускной","Тема Кеши (Из к/ф &quot;Усатый нянь&quot;)","0","1:42","",""
"Аль Кейола","Christmas Cocktails, Vol.1","Holiday On Skis (1996 Digital Remaster)","0","2:32","",""
"Аль Кейола","Ultra-Lounge / Christmas Cocktails Volume II","Sleigh Ride/Jingle Bells (Medley) (Digitally Remastered 97)","0","6:15","",""
"Альфред Ньюман","Album: Cinema Western - Original Soundtrack Collection","How the West Was Won","0","3:09","Да",""
"Анастейша","Ultimate Collection","Cowboys & Kisses","0","4:40","",""
"Андрей Миронов","Бриллиантовая рука (Из к/ф &quot;Бриллиантовая рука&quot;)","Остров невезения","5","3:01","","Да"
"Аника","Aneka","Ooh Shooby Doo Doo Lang","5","4:02","","Да"
"Анри Рене","Ultra-Lounge / Rhapsodesia Volume Six","Sleep Walk (1996 Digital Remaster)","0","2:35","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Весенний эскиз","0","2:30","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Вечерняя улица","0","2:48","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Воскресная прогулка","0","2:46","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Голубой сон","0","3:30","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Латгальская полька","0","2:21","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Лишь с тобой","0","2:32","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Мечта зовет","0","4:07","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Мое настроение","0","1:38","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Осенний мотив","0","2:53","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","По набережной","0","2:22","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Помнишь танго","0","2:22","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Радуга-дуга","0","2:33","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Раздумья","0","2:35","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Танго нашей встречи","0","2:36","",""
"Ансамбль ЭМИ п.у В. Мещерина","Из личного архива композитора","Янтарный берег","0","4:03","",""
"Ансамбль ЭМИ п.у В. Мещерина","Мелодии в осенних ритмах","Падающие листья","0","2:59","",""
"Ансамбль ЭМИ п.у В. Мещерина","Раритеты","Всегда в пути","0","3:31","",""
"Ансамбль ЭМИ пу В.Мещерина","7&quot;","Дым","0","3:01","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Воздушная кукуруза","0","2:38","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Галоп №2","0","1:38","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Как заяц лису перехитрил","0","1:22","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Когда на улице мороз","0","2:10","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Куба,моя Куба","0","2:53","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Лягушки","0","1:49","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Музыкальный ящик","0","1:18","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","На берегу лазурного залива","0","6:14","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","На даче","0","2:14","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","На колхозной птицеферме","0","2:11","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","На пляже","0","2:54","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Ночная мелодия","0","3:10","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","По дороге в школу","0","3:28","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Последний год в школе","0","2:37","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Танец пингвинов","0","2:41","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Танец эфиопского шута","0","2:03","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Танцуем шейк","0","2:55","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Танцующие гномы","0","3:27","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Фантазии на перуанские темы","0","8:00","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Царевна-Лягушка","0","1:49","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Эль Бимбо","0","2:16","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR","Юмореска","0","3:20","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Вечерняя Босса-Нова","0","2:34","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Вологодские кружева","0","1:52","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Задумчивый танец","0","2:44","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Камчатская сюита (Ойе-Ухажер)","0","2:07","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Лютня","0","3:12","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Мансарда","0","3:16","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Медвежонок","0","2:09","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Погожий день","0","3:07","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","После дождя","0","3:12","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Прялка","0","3:19","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Сибирская мелодия","0","2:31","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Три эстрадных миниатюры","5","2:59","","Да"
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Упрямый робот","0","3:16","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Фарфоровая статуэтка","0","2:45","",""
"Ансамбль ЭМИ пу В.Мещерина","Easy USSR Part Two 70-е,80-е","Цветы","0","3:18","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Веселый пешеход","0","2:24","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Всегда с тобой","0","2:49","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Грезы","0","3:31","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Попутный ветер","0","2:48","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Разведка (Вальс из к/ф &quot;На семи ветрах&quot;)","0","2:04","",""
"Ансамбль ЭМИ пу В.Мещерина","Раритеты","Солнечный денек","0","2:36","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","В дальний путь","0","3:12","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Гавайский вальс","0","3:00","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Дождь идет","0","3:26","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Танго соловья","0","3:02","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Твоя песня чарует","0","3:00","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Укротитель змей","0","2:33","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Цветущий май","0","2:34","",""
"Ансамбль ЭМИ пу В.Мещерина","Счастье мое","Я вижу звезды","0","2:27","",""
"Апач Индиан","Kids Sing Along Pac (International Version)","Boom Shack-A-Lak","5","4:30","","Да"
"Артур Лайман","Taboo - The Exotic Sounds Of Arthur Lyman (Remastered 2019)","Caravan (Remastered 2019)","0","2:28","Да",""
"Артур Лайман","The Best Of","Caravan","5","2:33","","Да"
"Афромен","The Good Times","Because I Got High","0","3:17","",""
"Барри Уайт","Barry White - The Collection","What Am I Gonna Do With You","5","3:38","","Да"
"Берт Кемпферт","A Swingin' Safari","A Swingin' Safari","5","3:08","","Да"
"Берт Кемпферт","Blue Midnight","Treat For Trumpet","5","2:10","","Да"
"Билл Перкинс","Ultra-Lounge / Saxophobia Volume Twelve","Samba De Orfeu (Instrumental) (1996 Digital Remaster)","0","2:35","",""
"Билл Хейли","In Mexico Twist Espanol, 1961 - 1962","Caravana Twist","5","1:49","","Да"
"Билли Мей","Christmas Cocktails, Vol.1","Rudolph, The Red-Nosed Reindeer (1996 - Remaster)","0","2:40","",""
"Билли Мей","Martini Lounge -The Very Best Of","So Nice (Summer Samba)","5","3:08","","Да"
"Билли Мей","Ultra-Lounge, Vol.9: Cha-Cha De Amor","Summer Samba (Walter Wanderley Version) (1996 Digital Remaster)","5","3:08","","Да"
"Билли Престон","'70s Pop #1's","Will It Go Round In Circles","0","4:28","",""
"Билли Престон","Billy Preston","Can't You Hear My Heartbeat?","5","1:58","","Да"
"Билли Престон","Billy Preston","Downtown","5","2:41","","Да"
"Билли Престон","Billy Preston","Low Down","5","2:10","","Да"
"Билли Престон","Billy Preston","Shotgun","5","2:22","","Да"
"Билли Престон","Billy Preston","Slippin' and Slidin'","5","3:06","","Да"
"Билли Престон","Billy Preston","Soul Meeting","5","2:40","","Да"
"Билли Престон","Funked!: Volume 1 1970 - 1973","Outa-Space","5","4:10","","Да"
"Билли Престон","The Very Best of Billy Preston","Eight Days a Week","5","2:13","","Да"
"Бинг Кросби","I Wish You A Merry Christmas","I Wish You A Merry Christmas","0","1:52","Да",""
"Боб Джеймс","Morning, Noon And Night","Five O'Clock Chateau","5","4:27","","Да"
"Бобби Ви","Ultra-Lounge Christmas Cocktails Vol. 4","(There's No Place Like) Home for the Holidays","0","2:05","",""
"Бобби Винтон","Bobby Vinton Sings For Lonely Nights","Long Lonely Nights","0","2:25","",""
"Бобби Макферрин","The Best of Bobby McFerrin","Don't Worry Be Happy","5","4:51","","Да"
"Бон Джови, Джон","New Jersey","Bad Medicine","5","5:16","","Да"
"Браво","Дорога в облака","Аэроплан","5","2:52","","Да"
"Браво","Дорога в облака","Блюз голубой луны","5","3:40","","Да"
"Браво","Дорога в облака","В пятницу вечером","5","3:18","","Да"
"Браво","Дорога в облака","Лучший город Земли","5","2:57","","Да"
"Браво","Дорога в облака","Любите девушки","5","2:49","","Да"
"Браво","Дорога в облака","Однажды","5","2:53","","Да"
"Браво","Дорога в облака","Север и Юг","5","2:37","","Да"
"Браво","Московский бит","Вот и всё","5","4:12","","Да"
"Браво","Московский бит","Как жаль","5","3:40","","Да"
"Браво","Московский бит","Московский бит","5","3:23","","Да"
"Браво","Московский бит","Пилот 12:45","5","2:16","","Да"
"Браво","Московский бит","Стильный оранжевый галстук","5","3:25","","Да"
"Браво","Стиляги из Москвы","Добрый вечер, Москва","5","2:59","","Да"
"Браво","Стиляги из Москвы","Я-то, что надо","5","6:11","","Да"
"Брайан Ферри","Boys And Girls","Don't Stop The Dance","5","4:19","","Да"
"Букер Т. Джонс","Soul Dressing","Jelly Bread","5","2:32","","Да"
"Бьёрн Шифс","Pinewood Rally","Hooked on a Feeling","5","2:52","","Да"
"В. Кикабидзе","песни из советских кинофильмов","чито брито","0","2:30","",""
"ВИА Оризонт","А любовь жива","Калина","5","3:12","","Да"
"Валерий Сюткин","What We Need","I - what we need","5","6:11","","Да"
"Вахтанг Кикабидзе","Грузия, Любовь Моя...","Chito gurito","5","2:29","","Да"
"Вахтанг Кикабидзе","Золотые хиты - 3","Пожелание","5","3:16","","Да"
"Вахтанг Кикабидзе","Мои года","Мои года - мое богатство","0","3:07","",""
"Верка Сердючка","De Luxe Collection","Я не поняла (feat. Виа Гра)","5","3:43","","Да"
"Верка Сердючка","Ха ра шо!","Я не поняла","5","3:42","","Да"
"Владимир Дашкевич","Шерлок Холмс и доктор Ватсон","Увертюра","5","2:05","","Да"
"Владимир Макаров","Последняя электричка. Песни на музыку Давида Тухманова","Последняя электричка","5","2:28","","Да"
"Г.Гладков - Ю.Ким","К.Ф.&quot;Обыкновенное Чудо&quot;","Финал","0","5:02","",""
"Гарри Джеймс","Big Band Blast! The Classic Originals","Trumpet Blues And Cantabile","5","3:00","","Да"
"Геннадий Гладков","Джентльмены удачи (Из к/ф &quot;Джентльмены удачи&quot;)","Ночь в заброшенном доме","5","1:39","","Да"
"Геннадий Гладков","Обыкновенное чудо","Вошел я к девушке","0","1:47","",""
"Генри Манчини","Hatari!","Your Father's Feathers","5","3:30","","Да"
"Генри Манчини","Mr. Lucky (Original Soundtrack With Bonus Tracks 1959)","Mr. Lucky","5","2:16","","Да"
"Генри Манчини","The Pink Panther And Other Hits","Breakfast At Tiffany's","5","2:51","","Да"
"Глюк'oZa","Nostra","Невеста","5","4:05","","Да"
"Д. Харатьян и вокальный ансамбль","песни из советских кинофильмов","гардемарины, вперед","0","2:16","",""
"Давид Тухманов","По волне моей памяти","Из вагантов","5","3:03","","Да"
"Дайкири","","Любите","5","3:54","","Да"
"Дана Гловер","Shrek (Music From The Original Motion Picture)","It Is You (I Have Loved)","0","3:58","Да",""
"Дейв Пелл","Ultra-Lounge / Cocktail Capers Volume Eight","This Could Be The Start Of Something (1996 Digital Remaster)","0","2:22","",""
"Дело","","Тайна третьей планеты","0","4:59","",""
"Джеймс Ласт","With Compliments","The House Of The Rising Sun","5","4:16","","Да"
"Джейн Расселл","Gentlemen Prefer Blondes: Original Motion Picture Soundtrack (Remastered)","When Love Goes Wrong","5","3:25","","Да"
"Джек Костансо","Ultra-Lounge / Bottoms Up! Volume Eighteen","Twang (1997 Digital Remaster)","0","2:44","",""
"Джеки Глисон","Christmas Cocktails, Vol.1","I'll Be Home For Christmas / Baby, It's Cold Outside (Medley) (1996 - Remaster)","0","4:18","",""
"Джеки Глисон","Ultra-Lounge Christmas Cocktails Vol. 4","It's Christmas Time All Over the World","0","3:46","",""
"Джеки Дэвис","Hammond Gone Cha-Cha","Love Is Just Around the Corner","5","2:50","","Да"
"Джеки Дэвис","Ultra-Lounge / Mambo Fever Volume Two","Glow Worm Cha Cha Cha (1996 Digital Remaster)","5","2:23","","Да"
"Джимми Мак-Грифф","Christmas Cocktails, Vol.1","Santa Claus Is Comin' To Town / White Christmas (Medley) (1996 - Remaster)","0","6:48","",""
"Джимми Мак-Грифф","Ultra-Lounge / Christmas Cocktails Volume II","I Saw Mommy Kissing Santa Claus (Digitally Remastered 97)","0","6:38","",""
"Джимми Смит","The Cat","The Cat","5","3:21","","Да"
"Джоан Джетт","Greatest Hits","I Hate Myself for Loving You","5","4:07","","Да"
"Джоан Джетт","Greatest Hits","I Love Rock 'N Roll","5","2:55","Да","Да"
"Джоан Осборн","Relish","One Of Us","5","5:21","","Да"
"Джон Денвер","Pure... Drive","Take Me Home, Country Roads [Remastered]","5","3:10","","Да"
"Джонни Мерсер","Christmas Cocktails, Vol.1","Jingle Bells (1996 - Remaster)","0","1:21","",""
"Джонни Мерсер","Ultra-Lounge Christmas Cocktails Vol. 3","Jingle Bells","0","2:38","",""
"Джордж Торогуд","Rockline, Vol. 5 (Rerecorded & Extended Version)","Bad to the Bone (Rerecorded & Extended Version)","5","6:14","","Да"
"Джордж Ширинг","Ultra-Lounge / Christmas Cocktails Volume II","Snowfall / Snowfall Cha-Cha (Medley) (Remix)","0","4:26","",""
"Джордж Ширинг","Ultra-Lounge / Rhapsodesia Volume Six","If I Should Lose You (1996 Digital Remaster)","0","2:39","",""
"Джоуи Дефранческо","Singin' And Swingin'","Kansas City","0","3:40","",""
"Джули Лондон","Christmas Cocktails, Vol.1","I'd Like You For Christmas (1996 - Remaster)","0","2:36","",""
"Джули Лондон","Ultra-Lounge / Christmas Cocktails Volume II","Warm December","0","1:56","",""
"Джун Кристи","Ultra-Lounge / Christmas Cocktails Volume II","The Merriest","0","2:08","",""
"Дик Дейл","Misirlou (From '&quot;Pulp Fiction&quot; Original Soundtrack)","Misirlou (From '&quot;Pulp Fiction&quot; Original Soundtrack)","5","2:40","","Да"
"Дискотека Авария","Маньяки","Яйца всмятку","5","4:03","","Да"
"Дискотека Авария","Недетское Время","Модный Танец Арам Зам Зам","5","4:15","","Да"
"Дмитрий Маликов","До завтра","Студент","0","3:29","",""
"Дмитрий Маликов","Звезда Моя Далекая","Звезда Моя Далекая","0","4:30","",""
"Доби Грей","The 70's","Drift Away","5","3:53","","Да"
"Дорис Дэй","DORIS DAY'S GREATEST HITS - EXPANDED","Whatever Will Be, Will Be (Que Sera, Sera) (78 rpm Version)","0","2:03","",""
"Е.Крылатов - Ю.Энтин","К.Ф.&quot;Приключения Электроника&quot;","Песенка О Колоколах","0","2:42","",""
"Евгений Крылатов","","Крылатые качели","0","3:15","",""
"Евгений Крылатов","Музыка кино. Фантастика!","Колокола","0","2:44","",""
"Евгений Крылатов","Музыка кино. Фантастика!","Полёт","0","5:10","",""
"Евгений Крылатов","Музыка кино. Фантастика!","Прекрасное далёко","0","4:10","",""
"Евгений Крылатов","Музыка кино. Чародеи","Говорят, а ты не верь","0","2:40","",""
"Евгений Крылатов","Музыка кино. Чародеи","Песня о снежинке","0","2:45","",""
"Евгений Крылатов","Музыка кино. Чародеи","Серенада","0","2:19","",""
"Евгений Крылатов","Музыка кино. Чародеи","Спать пора","0","2:44","",""
"Евгений Крылатов","Музыка кино. Чародеи","Три белых коня","0","2:21","",""
"Жан-Мишель Жарр","Electronica 1: The Time Machine","Stardust","0","4:36","",""
"Жан-Мишель Жарр","Les Chants Magnétiques / Magnetic Fields","Magnetic Fields, Pt. 2","0","3:58","",""
"Жан-Мишель Жарр","Les Chants Magnétiques / Magnetic Fields","Magnetic Fields, Pt. 3","0","4:10","",""
"Жан-Мишель Жарр","Les Chants Magnétiques / Magnetic Fields","Magnetic Fields, Pt. 4","0","6:25","",""
"Жан-Мишель Жарр","Les Chants Magnétiques / Magnetic Fields","Magnetic Fields, Pt. 5","0","3:30","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 1 (Live)","0","7:40","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 2","0","7:46","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 3","0","3:16","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 4","0","4:06","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 5","0","10:15","",""
"Жан-Мишель Жарр","Oxygène","Oxygene, Pt. 6","0","6:36","",""
"Жан-Мишель Жарр","Zero Gravity","Zero Gravity","0","6:46","",""
"Иванушки International","","Вселенная","5","3:39","","Да"
"Инок Лайт","Persuasive Percussion 1960-1961","Brazil","5","2:52","","Да"
"Инок Лайт","Persuasive Percussion 1960-1961","Dearly Beloved","5","3:03","","Да"
"Ирина Отиева","20 лет в любви","Последняя поэма (из к/ф &quot;Вам и не снилось&quot;)","5","2:44","","Да"
"Карлайл, Белинда","Heaven Is a Place on Earth","Heaven Is a Place on Earth","5","4:07","","Да"
"Карнавальная ночь","","Пять минут","0","3:40","",""
"Карнавальная ночь","","Улыбка","0","2:38","",""
"Кей Старр","Christmas Cocktails, Vol.1","(Everybody's Waitin' For) The Man With The Bag (1996 - Remastered)","0","2:42","",""
"Ким и Буран","Aqua","Rhode Theme","0","3:19","",""
"Ким и Буран","Flight B","Cinema","0","3:37","",""
"Ким и Буран","Flight B","Gymnastics","0","2:30","",""
"Ким и Буран","Flight B","In My Dream","0","2:09","",""
"Ким и Буран","Flight B","Modern Music","0","4:35","",""
"Ким и Буран","Flight B","Mysterious Trolleybus","0","2:50","",""
"Ким и Буран","Flight B","Sunday","0","3:54","",""
"Ким и Буран","Flight B","Vot Tak","0","4:54","",""
"Ким и Буран","FlyTo Sea EP","Sitizen","0","4:28","",""
"Ким и Буран","Orbita","Arp","0","4:00","",""
"Ким и Буран","Orbita","Fly To Sea","0","5:23","",""
"Ким и Буран","Orbita","Leaf Fall","0","3:35","",""
"Ким и Буран","Orbita","Modern Music","0","4:52","",""
"Ким и Буран","Orbita","Trip To Airport","0","5:14","",""
"Ким и Буран","Savanna","Cosmic Gate","0","3:39","",""
"Ким и Буран","Savanna","Sea","0","4:14","",""
"Ким и Буран","Savanna","Sea","0","4:14","Да",""
"Ким и Буран","Savanna","Snow","0","4:13","",""
"Ким и Буран","Starfall","Starfall (Original Mix)","0","4:15","",""
"Ким и Буран","Strangers","Polar Lights","0","4:23","",""
"Ким и Буран","Strangers","Rembo Heroin","0","2:40","",""
"Ким и Буран","Strangers","Stars Sea","0","4:06","",""
"Ким и Буран","Strangers","Strangers","0","5:08","",""
"Ким и Буран","Strangers","Summer Sky","0","3:59","",""
"Ким и Буран","Voyager","Voyager","0","4:07","",""
"Кинг Кертис","Ultra-Lounge / Saxophobia Volume Twelve","One Mint Julep (Medley) (Instrumental) (1996 Digital Remaster)","0","5:15","",""
"Кинг Кертис","Ultra-Lounge / Saxophobia Volume Twelve","Watermelon Man (Instrumental) (1996 Digital Remaster)","0","2:36","",""
"Клаус Вундерлих","Uraltedelschnulzensynthesizergags","Lotto-Zahlen","5","2:31","","Да"
"Клифф Ричард","Golden Oldies","Temptation","5","2:24","","Да"
"Крис Кельми","Замыкая круг","Замыкая круг","5","5:05","","Да"
"Крис Норман","The Best Of","Stumblin' In","0","3:58","",""
"Лариса Израилевна Мондрус","Золотая коллекция","Проснись и пой (Из к/ф &quot;Джентльмены удачи&quot;)","5","2:29","","Да"
"Леонид Серебренников","Новогодний хит из кино","Песня волшебника (Из к/ф &quot;Обыкновенное чудо&quot;)","5","3:35","","Да"
"Лес Бакстер","Ritual Of The Savage","Quiet Village","5","3:19","","Да"
"Лес Бакстер","Ultra-Lounge / Cocktail Capers Volume Eight","Shooting Star/Jungalero (Medley) (1996 Digital Remaster)","0","5:18","",""
"Лес Бакстер","Ultra-Lounge / Space-Capades Volume Three","Calcutta (1995 - Remastered)","5","2:12","","Да"
"Лес Бакстер","Ultra-Lounge: A Bachelor In Paris","Milord","5","2:55","","Да"
"Лес Бакстер","When Lounge Meets Oldies","Taboo (JoJo Effect Remix)","0","4:44","",""
"Лора Ли","Very Best Of","Dirty Man","5","2:51","","Да"
"Лу Ролз","Ultra-Lounge / Christmas Cocktails Volume II","Merry Christmas Baby (1997 Digital Remaster)","0","2:34","",""
"Лью Стоун","Big Band Classics","Anything Goes (feat. Joy Worth & Ann Carring)","5","2:52","","Да"
"Любэ","Песни о людях","Ребята с нашего двора","5","5:22","","Да"
"Ляпис Трубецкой","Ты Кинула","Ты Кинула","0","3:57","",""
"М. Боярский, В. Смехов, В. Чуйкин, В. Назаров","песни из советских кинофильмов","три мушкетера","0","3:09","","Да"
"Майк Марин","Let´s Start Now","Stand Up","0","6:30","",""
"Майк Олдфилд","Light And Shade","Sunset","5","4:45","","Да"
"Майк Олдфилд","QE2 (Deluxe Edition)","Wonderful Land","5","3:37","","Да"
"Майк Олдфилд","Tubular Bells II","The Bell","0","6:59","",""
"Максим Дунаевский","Мери Поппинс, до свидания","Ветер перемен","5","5:11","","Да"
"Максим Дунаевский","Мери Поппинс, до свидания","Леди Совершенство","5","3:22","","Да"
"Максим Дунаевский","Мери Поппинс, до свидания","Непогода","5","3:11","","Да"
"Максим Дунаевский","Мери Поппинс, до свидания","Цветные сны","5","3:48","","Да"
"Мартика","Toy Soldiers: The Best Of Martika","Toy Soldiers (Japanese Version)","0","4:45","",""
"Мартин Денни","Forbidden Island (Original Album Plus Bonus Tracks)","Exotica","5","3:05","","Да"
"Мартин Денни","Ultra-Lounge / Bachelor Pad Royale Volume Four","Harlem Nocturne (Digitally Remastered 95)","0","2:36","",""
"Мартин Денни","Ultra-Lounge / Christmas Cocktails Volume II","Exotic Night (1997 - Remaster)","0","2:17","",""
"Массимо Фречча","Festival Of Light Classical Music","Aida: Grand March","5","3:20","","Да"
"Машина Времени","Картонные крылья любви","Старые Песни","5","4:48","","Да"
"Машина времени","В добрый час","В добрый час","5","3:32","","Да"
"Машина времени","В добрый час","Скворец","5","3:51","","Да"
"Машина времени","Лучшие песни 1979-1985","За тех, кто в море","5","3:35","","Да"
"Машина времени","Лучшие песни 1979-1985","Костер","5","3:33","","Да"
"Машина времени","Лучшие песни 1979-1985","Кошка","5","2:23","","Да"
"Машина времени","Лучшие песни 1979-1985","Люди в лодках","5","3:36","","Да"
"Машина времени","Лучшие песни 1979-1985","Она идет по жизни смеясь","5","2:21","","Да"
"Машина времени","Лучшие песни 1979-1985","Поворот","5","3:46","","Да"
"Мерв Гриффин","The Best Halloween Hits","House of Horrors","5","2:08","","Да"
"Милт Бакнер","Ultra-Lounge / Bachelor Pad Royale Volume Four","The Beast (Digitally Remastered 95)","0","2:32","",""
"Михаил Боярский","Музыка из кинофильмов. Три мушкетера. Возвращение мушкетёров.","Песня мушкетеров","5","3:08","",""
"Михаил Боярский","Песни Мушкетеров","Гасконь","5","2:26","","Да"
"Михаил Боярский","Песни Мушкетеров","Дуэт Констанции и Д'Артаньяна","5","3:02","","Да"
"Михаил Боярский","Песни Мушкетеров","Песня мушкетеров (Из т/ф &quot;Д'Артаньян и три мушкетёра&quot;)","5","2:59","","Да"
"Мишель Шапюи","50 Bach Treasures by Naïve","Toccata and Fugue in D Minor, BWV 565","0","7:56","",""
"Муслим Магомаев","&quot;Пусть всегда будет Солнце&quot; 35 песен для детей","Серенада трубадура","0","2:32","",""
"Муслим Магомаев","из России с любовью: Russian Pop Classics","Лучший город земли","5","2:30","","Да"
"Мэрилин Монро","Gold Selection: Pin Ups","I Wanna Be Loved by You","5","1:55","","Да"
"Н.Бродская","Иван Васильевич меняет профессию","С любовью встретиться","5","3:00","","Да"
"Нил Седака","100 Timeless Evergreen Top Hits","Breaking up Is Hard To Do","0","2:18","Да",""
"Нил Седака","The Deluxe Collection (The Greatest Hits of the 50's & 60's) [feat. Ricky Nelson]","Little Devil","5","2:43","","Да"
"Нина Бродская","Новогодний хит из кино","Звенит январская вьюга (Из к/ф &quot;Иван Васильевич меняет профессию&quot;)","5","3:04","","Да"
"Нож для Frau Muller","Danger: Retrobolik","Voodoo Ed","0","2:15","",""
"Нож для Frau Muller","Danger: Retrobolik","Zombie Pussy","0","2:49","",""
"Нож для Frau Muller","Dreams 3 сорт","Second Hand dreams","0","2:39","",""
"Нож для Frau Muller","Dreams 3 сорт","Галлюционист","0","4:59","",""
"Нож для Frau Muller","Dreams 3 сорт","Мгновения остановились","0","3:14","",""
"Нож для Frau Muller","Dreams 3 сорт","Наш адрес в интернете www.fraumuller.spb.ru","0","4:02","",""
"Нож для Frau Muller","Dreams 3 сорт","Приключения Ольги Касторкиной","0","3:53","",""
"Нож для Frau Muller","Dreams 3 сорт","Я Виброфон","0","3:35","",""
"Нож для Frau Muller","Wake Up the Dead","Coctail Primitive","0","3:23","",""
"Нож для Frau Muller","Алло, Супермен!","До Свиданья, Море!","0","3:23","",""
"Нож для Frau Muller","Алло, Супермен!","Наш Адрес в Интернете (bonus track)","0","2:36","",""
"Нож для Frau Muller","Алло, Супермен!","Первая Доза Кота Феликса!","0","4:33","",""
"Нож для Frau Muller","Гипер Утёсов presents","2 (умножить) 2 = 5","0","3:49","",""
"Нож для Frau Muller","Гипер Утёсов presents","Funny Friends","0","3:18","",""
"Нож для Frau Muller","Гипер Утёсов presents","Мужчины такие мягкие...","0","5:12","",""
"Нож для Frau Muller","Гипер Утёсов presents","Светлане Светличной - лично...","0","3:21","",""
