"Performer","Album","Title","Score","Length","Deleted","Favorite"
"Stars On 45","80s Party, Vol. 7","Stars On 45 Medley","5","4:51","","Да"
"Stars On 45","Stars On 45 - The Very Best Of ...","Stars On '89 Remix (Radio Version)","5","4:46","","Да"
"Startopia","","Techamb","0","1:04","",""
"Stephane Grappelli","The Best of Jazz Violin","As Time Goes By","5","5:06","","Да"
"Stevie Wonder","Down to Earth","A Place in the Sun","0","2:53","",""
"Stevie Wonder","Eivets Rednow","A House Is Not a Home","0","3:31","",""
"Stevie Wonder","Eivets Rednow","Bye Bye World","0","3:20","",""
"Stevie Wonder","Eivets Rednow","Grazing in the Grass","0","2:55","",""
"Stevie Wonder","Eivets Rednow","How Can You Believe","0","3:06","",""
"Stevie Wonder","Eivets Rednow","Never My Love/Ask the Lonely","0","2:29","",""
"Stevie Wonder","Eivets Rednow","Which Way the Wind","0","2:44","",""
"Stevie Wonder","For Once In My Life","For Once in My Life","0","2:51","",""
"Stevie Wonder","For Once In My Life","I Don't Know Why","5","2:48","","Да"
"Stevie Wonder","For Once In My Life","I'd Be a Fool Right Now","0","2:57","",""
"Stevie Wonder","For Once In My Life","The House on the Hill","0","2:37","",""
"Stevie Wonder","Greatest Hits","I Was Made To Love Her","5","2:37","","Да"
"Stevie Wonder","My Cherie Amour","My Cherie Amour","0","2:53","",""
"Stevie Wonder","My Cherie Amour","The Shadow of Your Smile","0","2:42","",""
"Stevie Wonder","My Cherie Amour","Yester-Me, Yester-You, Yesterday","0","3:05","",""
"Stevie Wonder","Selections From The Original Soundtrack The Woman In Red","I Just Called To Say I Love You","5","6:16","","Да"
"Stevie Wonder","Signed, Sealed And Delivered","Joy (Takes Over Me)","0","2:14","",""
"Stevie Wonder","Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)","5","2:41","","Да"
"Stevie Wonder","Stevie Wonder's Greatest Hits, Vol.2","If You Really Love Me","0","3:01","",""
"Stevie Wonder","Stevie at the Beach","Sad Boy","0","2:31","",""
"Stevie Wonder","Talking Book","Superstition","5","4:26","","Да"
"Stevie Wonder","The Complete Motown Singles - Vol. 8: 1968","More Than A Dream","5","3:38","","Да"
"Stevie Wonder","The Complete Motown Singles Vol. 11A: 1971","Never Dreamed You'd Leave In Summer (Stereo Promo Version)","0","2:53","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Bam","0","3:34","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Fingertips","0","3:01","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Paulsby","0","2:43","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Session Number 112","0","3:14","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Some Other Time","0","5:07","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Soul Bongo","0","2:22","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","The Square","0","3:05","",""
"Stevie Wonder","The Jazz Soul of Little Stevie","Wondering","5","2:50","","Да"
"Stevie Wonder","The Jazz Soul of Little Stevie","Wondering","5","2:48","","Да"
"Stevie Wonder","The Very Best of Stevie Wonder","Ebony and Ivory","5","3:39","","Да"
"Stu Phillips","Battlestar Galactica","Battlestar Galactica Theme","5","1:31","","Да"
"Styx","The Grand Illusion {2010 Audio Fidelity 24 KT + Gold, AFZ 067}","Come Sail Away","0","6:07","",""
"Styx","The Grand Illusion {2010 Audio Fidelity 24 KT + Gold, AFZ 067}","Fooling Yourself (The Angry Young Man)","0","5:32","",""
"Styx","The Grand Illusion {2010 Audio Fidelity 24 KT + Gold, AFZ 067}","Superstars","0","3:55","",""
"Styx","The Grand Illusion {2010 Audio Fidelity 24 KT + Gold, AFZ 067}","The Grand Finale","0","1:58","",""
"Sugababes","Overloaded: The Singles Collection (International eAlbum)","Freak Like Me","5","3:15","","Да"
"Suki Shima","Karma Lounge","Tao Of Love","5","3:35","","Да"
"Suntheca Prod.","Ultra Lounge Edition, Vol.3","Blue Horizon","0","5:21","",""
"Sylvester","The Original Hits","Body Strong","5","8:39","","Да"
"T. Rex","200 Hits - the Only 200 Songs You'll Ever Need (a Desert Island Collection)","Bang a Gong (Get It On) (Alternate Version)","5","4:44","","Да"
"Tape Five","Bossa For A Coup - Special Bonus Edition","Cancun","5","3:59","","Да"
"Tape Five","Bossa for a Coup","Cancun","0","4:00","",""
"Tavares","This Is... 1976","Don't Take Away The Music","5","3:41","","Да"
"Teresa Brewer","The Crazy 50s Vol. 18","Hula Hoop Song","5","2:47","","Да"
"Terry Oldfield","An Introduction to New World Music, Volume 1","De Profundis","0","4:09","",""
"Terry Snyder","Ultra-Lounge / A Bachelor In Paris - Volume Ten","C'est Si Bon (It's So Good) (1996 Digital Remaster)","5","5:07","","Да"
"Terry Snyder","Ultra-Lounge, Vol. 17: Bongoland","Deep Night/Softly As In A Morning Sunrise (Medley)","0","5:41","",""
"Terry Snyder & The All Stars","Persuasive Percussion","Misirlou","5","2:51","","Да"
"Terry Snyder & The All Stars","Ultra-Lounge / Cocktail Capers Volume Eight","Binga Banga Bongo/Percolator (Medley) (1996 Digital Remaster)","0","4:44","",""
"Terry Snyder and the All-Stars","Persuasive Percussion 2","Blue Is the Night","5","2:59","","Да"
"Terry Snyder and the All-Stars","Persuasive Percussion 2","Brazil","5","2:48","","Да"
"The Ames Brothers","Play: Christmas Crooners","Deck the Halls","0","1:31","",""
"The Art Company","Boulevard des hits : Années 80","Suzanna","0","4:51","",""
"The Art of Noise","The Best Of The Art Of Noise","Peter Gunn","5","3:48","","Да"
"The Beach Boys","California Beach Favourites","California Dreaming","0","3:12","",""
"The Beatles","1 (Remastered)","Day Tripper (Remastered 2015)","0","2:49","",""
"The Brothers Johnson","Right On Time","Strawberry Letter 23","5","4:59","","Да"
"The Buggles","Synth Pop","Video Killed The Radio Star (Single Version)","5","3:17","","Да"
"The Castaways","Top Pop: The 60's","Liar, Liar","0","1:50","",""
"The Celtic Harp","Collection","Shepherd's Moon","0","4:56","",""
"The Celtic Harp","Collection","Theme from &quot;Harry's Game'","0","2:11","",""
"The Centurians","Music from Pulp Fiction (Original Recordings - From &quot;Pulp Fiction&quot;)","Bullwinkle, Pt. 2 (From &quot;Pulp Fiction&quot;)","5","2:18","","Да"
"The Chantays","Pipeline","Wayward Nile","0","3:01","",""
"The Chemical Brothers","Good Morning Music: Classic Dance","Block Rockin' Beats (2003 Digital Remaster)","5","4:54","","Да"
"The Dinning Sisters","Ultra-Lounge / Christmas Cocktails Volume II","Christmas Island (1997 Digital Remaster)","0","2:28","",""
"The Don Baker Trio","Blues in the Night (One Mint Julip Lounge 1959)","Dansero","0","2:50","",""
"The Family","Now That's Family Reunion Music","Ladies Night","5","3:57","","Да"
"The Flirts","Helpless (You Took My Love)","Helpless (You Took My Love)","5","7:44","","Да"
"The Gimp Royales","Tarantino Movie Classics - All the Best Tarantino Film Soundtrack Hits","After Dark (From From &quot;Dusk Til Dawn&quot;)","5","3:47","","Да"
"The Guitaraculas","Two Bottles of Blood","The Menace","5","2:46","","Да"
"The Human League","Reproduction","Being Boiled (Fast Version / 2003 Digital Remaster)","0","3:54","",""
"The Immortals","Mortal Kombat: The Album","Hypnotic House (Mortal Kombat)","5","3:41","","Да"
"The Isley Brothers","Twist and Shout (Remastered)","Twist and Shout (Remastered)","5","2:33","","Да"
"The Jackson 5","The Essential Jacksons","Can You Feel It","5","5:58","","Да"
"The Jacksons","The Essential Michael Jackson","Can You Feel It (Single Version)","5","3:50","","Да"
"The James Taylor Quartet","Wait A Minute","Theme From Starsky & Hutch (Funky People Mix)","5","5:57","","Да"
"The London Symphony Orchestra","007 Classics (The Songs From James Bond)","You Only Live Twice","5","3:34","","Да"
"The Mamas & The Papas","All The Leaves Are Brown The Golden Era Collection","Straight Shooter","5","2:58","","Да"
"The Manhattan Transfer","The Manhattan Transfer","Java Jive","5","2:52","","Да"
"The Manhattan Transfer","The Manhattan Transfer","Java Jive","5","2:48","","Да"
"The Mar-Keys","Funky Grooves","Grab This Thing (Pt. 1)","5","2:32","","Да"
"The Mar-Keys","Last Night! (Original 1961 Album - Digitally Remastered)","Last Night","5","2:39","","Да"
"The Modern Jazz Quartet","Lonely Woman","Why Are You Blue","5","6:34","","Да"
"The Moog Cookbook","Ye Olde Space Bande Plays The Classic Rock Hits","Sweet Home Alabama","5","4:29","","Да"
"The New Synthesizer Experience","Pop Hits Synthesizer","China","0","4:51","",""
"The New Synthesizer Experience","Pop Hits Synthesizer","Dervish-D","0","3:19","",""
"The New Synthesizer Experience","Pop Hits Synthesizer","I'll Find My Way Home","0","3:51","",""
"The New Synthesizer Experience","Pop Hits Synthesizer","You Got It","0","2:59","",""
"The Orb","Cool - Chillout (Digital Version)","Little Fluffy Clouds","0","4:12","",""
"The Philadelphia Brass Ensemble","Play Classical: Christmas","Silent Night, Holy Night","0","2:27","",""
"The Philadelphia Brass Ensemble","Play Classical: Christmas Favourites","Hark! The Herald Angels Sing","0","1:37","",""
"The Philadelphia Brass Ensemble","Play Classical: Christmas Favourites","We Wish You a Merry Christmas","0","1:02","",""
"The Pointer Sisters","Break Out","Jump (For My Love)","5","4:27","","Да"
"The Proclaimers","Shrek","I'm On My Way","0","3:39","",""
"The Shadows","Only Big Hits","Wonderful Land","5","1:59","","Да"
"The Sound Stylistics","Play Deep Funk","Heavy Soul","0","3:35","",""
"The Sound Stylistics","Play Deep Funk","Homebrew","0","3:54","",""
"The Sound Stylistics","Play Deep Funk","Move It Up","0","3:26","",""
"The Sound Stylistics","Play Deep Funk","Polariser","0","2:51","",""
"The Sound Stylistics","Play Deep Funk","Put It In The Pocket","0","3:57","",""
"The Sound Stylistics","Play Deep Funk","The Players Theme","0","4:48","",""
"The Supremes","Motown Love","Someday We'll Be Together","5","3:30","","Да"
"The Taliesin Orchestra","Forbidden Forest: Impressions of George Winston","Thanksgiving","0","4:17","",""
"The Taliesin Orchestra","Orinoco Flow: The Music of Enya","Book of Days","0","3:26","",""
"The Taliesin Orchestra","Orinoco Flow: The Music of Enya","Orinoco Flow","0","4:16","",""
"The Taliesin Orchestra","Orinoco Flow: The Music of Enya","The Memory of Trees","0","4:24","",""
"The Taliesin Orchestra","Orinoco Flow: The Music of Enya","Watermark","0","3:30","",""
"The Tokens","#1 Hits of the 50s & 60s","The Lion Sleeps Tonight","5","2:42","","Да"
"The Ventures","$1,000,000 Weekend","Music To Watch Girls By","5","2:22","","Да"
"The Ventures","Super Psychedelics / $1,000,000.00 Weekend","Vibrations","5","3:01","","Да"
"The Ventures","Tele Ventures","Streets of San Francisco","0","2:58","",""
"The Ventures","Ultra-Lounge / Christmas Cocktails Volume II","Frosty The Snowman (1997 Digital Remaster)","0","2:01","",""
"The Verve","Bitter Sweet Symphony","Bitter Sweet Symphony (Radio Edit)","5","4:35","","Да"
"The Vizitors","Rendez-Vous in Space","Children of Space","0","6:54","",""
"The Vizitors","Rendez-Vous in Space","My Name Is Arthur","0","4:12","",""
"The Vizitors","Rendez-Vous in Space","Nobody","0","4:47","",""
"The Vizitors","Rendez-Vous in Space","Ouverture (Theme of 2001)","0","11:17","",""
"The Vizitors","Rendez-Vous in Space","Race in Space","0","8:17","",""
"The Vizitors","Rendez-Vous in Space","Rendez-Vous in Space","0","6:36","",""
"The Vizitors","Rendez-Vous in Space","The Voyage","0","5:08","",""
"The Winstons","Color Him Father","Amen Brother","5","2:36","","Да"
"Thompson Twins","The Greatest Hits","Hold Me Now","5","4:49","","Да"
"Tom Gaebel","Introducing Myself","Make Someone Happy","0","3:09","",""
"Toots Thielemans","The Girls From Ipanema: Best of Bossa Nova","Big Bossa","0","4:03","",""
"Tropico","","Cafe","0","2:20","",""
"Tunex","Unsorted87","See More (Original Theme By Jonathan Elias)","5","3:37","","Да"
"Urban Dance Squad","Hackers","Good Grief","0","4:24","",""
"Van Halen","1984","Jump (2015 Remaster)","5","4:01","","Да"
"Vangelis","Oceanic","Songs Of The Seas","5","6:12","","Да"
"Various","We Are the World","USA for Africa","5","7:21","","Да"
"Various Artists","Flute Music of the Andes","Amakoncahuanquichu","0","2:45","",""
"Various Artists","Hello, Dolly! (Original Motion Picture Soundtrack)","Finale","0","4:19","",""
"Various Artists","Hello, Dolly! (Original Motion Picture Soundtrack)","Hello Dolly","5","7:51","","Да"
"Various Artists","Hello, Dolly! (Original Motion Picture Soundtrack)","It Takes A Woman","0","3:07","",""
"Various Artists","Hello, Dolly! (Original Motion Picture Soundtrack)","Just Leave Everything To Me","0","3:24","",""
"Various Artists","Hello, Dolly! (Original Motion Picture Soundtrack)","Love Is Only Love","0","3:13","",""
"Various Artists","The Very Best of the Movie Soundtracks: Gold Edition","Kill Bill: Battle Without Honor or Humanity","0","2:27","",""
"Various Artists","The Very Best of the Movie Soundtracks: Gold Edition, Vol. 3","Mission Impossible (Main Title Theme)","5","2:07","","Да"
"Vengeroff & Fedoroff","Музыка и песни из кинофильмов","Иван Васильевич меняет профессию","0","3:02","",""
"Vengeroff & Fedoroff","Музыка и песни из кинофильмов","Кавказская пленница","0","3:33","",""
"Veron Handley & National Philharmonic Orchestra","Homework Hits Vol.1L The Classical Study Hall","Carnival Of The Animals: Aquarium","0","2:21","",""
"Vic Damone","Ultra-Lounge / Wild, Cool & Swingin' Volume Five","Little Girl","0","2:02","",""
"Village People","THUIS - Frens In The Mix","Y.M.C.A.","5","3:42","","Да"
"Vittorio Grigolo","Play Classical: Christmas","Panis Angelicus (from Messe à trois voix, Op. 12)","0","4:09","Да",""
"Vittorio Grigolo","Play Classical: Christmas Favourites","Panis Angelicus (from Messe à trois voix, Op. 12)","0","4:09","",""
"Voyage","World Masters: Souveniers","Souveniers","5","6:21","","Да"
"Walter Wanderley","O Samba É Mais Samba Com Walter Wanderley (Bossa Nova Jazz)","Que Sabe Você de Mim","5","2:12","","Да"
"Wanda De Sah","Ultra-Lounge / Bossa Novaville Volume Fourteen","So Nice (Samba De Verao) (Digitally Remastered 96)","0","2:17","",""
"Wayne Newton","Ultra-Lounge / On The Rocks - Part 1","Love Grows (Where My Rosemary Goes) (Digitally Remastered 97)","0","2:32","",""
"Wes Montgomery","The Girls From Ipanema: Best of Bossa Nova","How Insensitive","0","3:48","",""
"Whitesnake","Best Of Whitesnake","Here I Go Again 87 (2003 Remaster)","5","4:33","","Да"
"Wild Cherry","The Best of Disco","Play That Funky Music (Single Version)","5","3:10","","Да"
"Wild Cherry","Wild Cherry","Play That Funky Music","5","5:00","","Да"
"Wilson Pickett","The Exciting Wilson Pickett","Land Of 1000 Dances","5","2:26","","Да"
"Yael Naïm","Yael Naim","New Soul","0","3:45","",""
"Yazoo","Upstairs at Eric's","Don't Go","0","3:08","",""
"Yazoo","Upstairs at Eric's","Situation (12&quot; Remix)","5","5:45","","Да"
"Yazoo","Upstairs at Eric's (2008 Remastered Version)","Only You (2008 Remastered Version)","5","3:15","","Да"
"Yello","Essential","Oh Yeah","5","3:06","","Да"
"Yo-Yo Ma","Play Classical","Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: Prélude","5","2:29","","Да"
"Yousef Marakk","Essential Arabic Lounge Grooves - The Top 30 Best Arabesque Classics","Arabesque Lady","0","4:59","",""
"Zhang Fu-quan","Oolong Tea","Pa Hong Pao","0","6:38","",""
"Zhang Fu-quan","Oolong Tea","Tie Guan Yin","5","7:05","","Да"
"Zhang Fu-quan","Oolong Tea","Tie Huo Hang","0","6:04","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","A Tea Ballad","0","6:16","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","A Tea Party Beside Xihu Lake","0","6:57","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","A Tea Picker's Dream","0","6:56","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","Dance Music About Tea Plucking","5","8:11","","Да"
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","Tea Plucking Girls","0","4:59","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","Tea Song of Shu Mountain","0","5:49","",""
"Zhang Fu-quan & Hao Han","Chinese Tea Ballads","Tea Song of the Xiang River","5","5:14","","Да"
"Zodiac","Disco Alliance","A Mysterious Galaxy","0","4:35","",""
"Zodiac","Disco Alliance","Alliance","0","3:46","",""
"Zodiac","Disco Alliance","Flight Over El Dorado","0","5:02","",""
"Zodiac","Disco Alliance","Laser Illuminations","0","4:12","",""
"Zodiac","Disco Alliance","Pacific","5","3:56","","Да"
"Zodiac","Disco Alliance","Polo","5","3:20","","Да"
"Zodiac","Disco Alliance","Provincial Disco","0","4:22","",""
"Zodiac","Disco Alliance","Zodiac","0","5:17","",""
"Zodiaks","Disco Alliance","Rock On The Ice","5","2:44","","Да"
"Zodiaks","Provincial Disco (Remixes)","Provincial disco (Original Edit)","0","3:52","",""
"a-ha","Hunting High and Low","Take on Me","0","3:49","",""
"a-ha","Hunting High and Low (Deluxe Edition)","Take on Me","5","3:48","","Да"
"relax","Relax","Calm the Mind (Relaxing)","0","13:24","",""
"various","In the Morning Light: Peaceful Reflections for a New Age","Adiemus","0","3:40","",""
"various","In the Morning Light: Peaceful Reflections for a New Age","In the Morning Light","0","3:18","",""
